id,Ref_produit,Marque,Description
14952,2374701,LEXMARK,Lexmark Parts Only - Extended service agreement (renewal) - pièces - 2 années - pour Lexmark CX635adwe
14953,25AA53221,Toshiba,Pressure Cam/Rear
14954,1738246,Epson,Ma board Assy H854 PH As
14955,Z1AE-TC80XX-5103,Zebra,"5 YEARS ONECARE ESSENTIAL,"
14956,U4QW8E,HEWLETT PACKARD ENTERPRISE,HPE Proactive Care Next Business Day Service - Contrat de maintenance prolongé - pièces et main d'oeuvre - 3 années - sur site - 9x5 - temps de réponse : NBD
14957,CL-SV-E5RS1221RP+NS,SYNOLOGY,SYNOLOGY CARE PACK 5ANS ENVOI J+1 ANTICIPE - RS1221RP+ 8 x WD RED PRO 8To
14958,T547J,Dell,BRKT HLDR LVDS MET E6320
14959,Z15Z_275_FR_CTO,APPLE,"CTO/MacBook Air 13 pouces Lumière stellaire/Puce Apple M2 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/8 Go  mémoire unifiée/SSD 512 Go/Clavier arabe/USB C 35W double/FinalCut_Pro_&_Logic_Pro"
14960,ACX15-015110NX,ASUS,ASUS Onsite Service - Contrat de maintenance prolongé - pièces et main d'oeuvre - 3 années - sur site
14961,Z195_560_FR_CTO,APPLE,CTO/iMac 24 pouces Argent/Puce M3 CPU8_GPU8_NE16/8Go/SSD_1TO/MK_TOUCHID_PAVNUM_IE_IMAC/MM2_MT2_IMAC/No Ethernet/No_Software
14962,CY3-2141-000,Canon,AF DRIVE UNIT
14963,W127080464,Samsung,LCD MODULE.UE55TU7025
14964,FL-VPERF-8P-200     ,CISCO               ,IPSEC PLUS 200 MBPS LICENSE FOR
14965,DYM-S0720530,Dymo,TAPE 12MMX7M ZWART/WIT
14966,121890711,Sony,"RESISTOR,CHIP 330K 1/16W(160"
14967,W125892936,HP,PNL 14.0 HD BV SVA 45 250n NB
14968,31501614-RFB,Lenovo,D C-In Gasket Yoga 13
14969,W126561262,Overland-Tandberg,"LTO-8 DC, 20-pack, un-labeled"
14970,W125731143,Lenovo,MB C 80UD NOK I5-6200U UMA 4G 
14971,RC2-3945,HPinc,"COVER, FRONT, RIGHT                     "
14972,90DD0290-M29000,Asus,ASUS DVDÂ±RW Drive (Â±R DL) SDRW-08U8M-U - External - Black
14973,P000602390,Toshiba,AC CODE SET 3PIN
14974,45N7015-RFB,IBM,LENOVO 250GB 2.5IN SATA300
14975,U50054971,Sony,SHEET FPC USB ZIF
14976,9R6006-048-RFB,Hewlett Packard Enterprise,72 GB
14977,W127352668,HP,SPS-BEZEL FRONT 4GEN1 DBK WATS
14978,652540-001,HPinc,SPS-SPEAKER                             
14979,Q2E55A,Hewlett Packard Enterprise,Brcd 32GB/12 2SFP+ Fc Swi
14980,W126081076,HP,MB i5-10400H Fury 15 G7
14981,W126707924,Lenovo,COVER Upper Case ASM_RUS C 
14982,U9SS8E,samsung,SAMSUNG 5y Nbd w/DMR M-SF Low SVC
14983,H3BW3E,hewlett packard enterprise,EPACK 4YR FC 24X7 7024 CTR TAA
14984,Z1AE-105P-300       ,ZEBRA               ,Z ONECARE ESS WITHIN 30D DEV 3Y
14985,W125991039,CoreParts,"Battery for GPS, Navigator"
14986,W127149542,Lenovo,DT_KYB SMC KBD-Polish
14987,013-4606-003,Hewlett Packard Enterprise,PCA ASSY DUAL ROUTER NL4 BLADE
14988,W127159165,Nordic ID,Nordic ID FR22 IoT Edge 
14989,W127373383,HP,10GB 2-Port 548SFP+ Adapter
14990,W126227094,Canon,"SHAFT,IDLER"
14991,KV130S,Walther,"Walther New Lifestyle    21x29,7 plastique argent DIN A4 KV130S"
14992,W125644036,Toshiba,PS HVT H385
14993,W126945818,Lenovo,SHIELD FRU SHIELD 
14994,W125926684,Lenovo,Hynix BC711 512GB 
14995,W126010015,Asus,D640MB FIO MODULE
14996,30501021            ,DCU TECNOLOGIC      ,HDMI CONNECTION M - HDMI M     
14997,GH96-12162A,Samsung,Camera
14998,W126843409,Apple,12.9 IPAD PRO WIFI+5G 512GB 
14999,42127407,OKI,Toner Cyan
15000,W126235803,Canon,"LEVER,SENSOR"
15001,W125887169,Lenovo,UpperCaseASMFRA/ARAL81YQBLNFPG
15002,1279101,OKI,Toner Black
15003,EXTWARRANTY 3Y  PHI,PHILIPS,PHILIPS Warranty extension 3 years for monitors
15004,158044161,Sony,"JACK, PIN 2P (AUDIO IN A)"
15005,CON-PSRT-CBSE2JPG   ,CISCO               ,PRTNR SS 8X5XNBD CBS350 MANAGED
15006,W125671626,Lenovo,"FRU, Sunrex EKB-536A USB"
15007,FRU32R2823,Lenovo,3.5 Cartrg
15008,W126220707,Canon,"COVER, COPYBOARD, REAR"
15009,PFGKR,Dell,Assy DVD 8X SATA TSST KORBEL
15010,ALT-X55018XSPQMB55,Allied Telesis,L3 Stackable Switch - 8x 1G/2.5G/5G/10G-T PoE+ - 8x SFP+ Ports - 2x QSFP+ Portsand a single fixed PSU - EU Power Cord.5 year NCP support
15011,W125659506,Honeywell,"P1725 Performance Series, "
15012,A1DUR73811,Konica Minolta,Separating Neutralizing Assy
15013,12047436,Toshiba,Capacitor
15014,FRU00HN621,Lenovo,Antenna
15015,687494-001,HP,Ring Cover LT 23inch Islands
15016,K45-ROT,divers,"Manchon de protec. p. RJ45M, x10, rouge"
15017,905856-001,HP,Assy Lcd Back Cover Cdr New
15018,0934216-RFB,IBM,Cable PCMCIA Tp
15019,671534401,Sony,IC MM3404A50URE
15020,5B20N86272,Lenovo,MB L80XL241 I77500UH UMAFP
15021,ECF-858753,GENERIQUE,Rallonge cordon RJ45 catégorie 6A S/FTP LS0H snagless gris - 5 m #VALUE!
15022,310186,legrand,UPS Keor SP - Line interactive - 1000VA- 6 x IEC - USB HID
15023,S09420010,Sony,TCD-D3
15024,M3FT5,Dell,SI GRAPHIC GTX980 BKNB01 IT
15025,W125736084,Lenovo,MIDDLE CVR D_SILVER A700-24I
15026,7401012021,Toshiba,Oswas120Suzn3A
15027,PAN-PRISMA-ACCESS-NET-ENTERPRISE,PALO ALTO,"Palo Alto Prisma Access Net Enterprise - Licence d'abonnement (1 an) + Standard Success Plan - 1 Mbps, 5 raccordements de service - hébergé"
15028,C0-10626001,Toshiba,Ics95V847Aglft
15029,YEA-A30-010,Yealink,Yealink A30-010
15030,W125641974,Toshiba,STACKER MOT BKT AS
15031,W125673683,Lenovo,Upper Case C 80X2 MGR NFP
15032,Z1AV_807_FR_CTO,APPLE,CTO/MBP14 M3Pro Space Black/Puce M3 Pro CPU12_GPU18_NE16 + 18 Go memory/SSD_1TB/KB_US/FinalCut_Pro
15033,SS126Z12ZZNCAA,Sophos,XGS 126 Webserver Protection 12M
15034,W126102468,Zebra,2 YR Z1C ESSENTIAL EC55XX 3 
15035,HIK-300615090,Hikvision,Analog DS-2CE5AH0T-VPIT3ZE/2.7-13.5mm(C) Analog HD TVI PoC 5MP Outdoor Dome Lens 2.7-13.5mm
15036,W125685794,Lenovo,Upper Case20RV NFP_MGR_BL_THAI
15037,W125669437,Lenovo,UpperCaseASML80TR BLACK 
15038,825376-001,HP,Heatsink
15039,W125641719,Toshiba,SPRING TRAY
15040,H3AU8E,hewlett packard enterprise,EPACK 5YR PCA 24X7 7010 CTR
15041,W125673217,Lenovo,"LGD 13.3"" FHD IPS 2.4t PCB"
15042,WDS500G2B0B-OS      ,ORIGIN STORAGE      ,ORIGIN INCEPTION TLC830 PRO    
15043,823042-001,HP,Vibration Motor
15044,W126602976,HP,RDIMM 32GB DDR4 2933 HYN C DIE
15045,W125986712,Lenovo,Upper Case ASM_ARA 
15046,317278721,Sony,"PLATE, ORNAMENTAL, TILT"
15047,CABINETACC10,MicroConnect,Fixing set for Cabinet 50pcs
15048,4402851400,Toshiba,Glass 395 266 4
15049,CP04OSSECH60,Epson,Epson Ext Gie 4 ans s/site WF-C878/9R
15050,LIC-MS125-48FP-3Y,cisco,CISCO Meraki MS125-48FP Enterprise License and Support 3 Year
15051,41X0697,Lexmark,Doors Mailbox Jam
15052,DP4400_12           ,DELL EMC            ,2POWER SUPPLY UNIT BUILT IN    
15053,43804001,OKIDATA,"DVI-DVI cable, S9860"
15054,FS7-2400,CANON,"SPRING, COMPRESSION"
15055,A1941001A,Sony,Screw NYLOK (M3XL8)
15056,CL5716iM F,ATEN,"ATEN CL5716iM (F) Switch KVM LCD sur IP 17"" USB-PS/2,VGA"
15057,W126243873,Canon,PRISM/LCD ASSEMBLY
15058,NF613,Dell,CORD PWR 220V PTR 2WIRE ISRAEL
15059,1044344302,Konica Minolta,Guide Plate
15060,W126142471,Hewlett Packard Enterprise,1600W DC PSU POWER CABLE
15061,2P-LCB652,2-Power,Main Battery Pack 14.8V 5200mAh
15062,02-SSC-8669,SONICWALL,SonicWall Essential Protection Service Suite - Licence d'abonnement (1 an) + Support 8 x 5 - NFR - pour SonicWall TZ370
15063,W125635386,Lenovo,A-cover BLK Mg EON
15064,UM.HB7EE.L01,Acer,"Acer display Vero B277K - 68.6 cm (27"") - 3840 x 2160 4K UHD Discover the perfect blend of performance and sustainability with the Acer Vero B277K Lbmiiprfx monitor. This 27-inch LED-backlit LCD monitor delivers 4K UHD (2160p) resolution and supports HDR10 format, offering stunning visuals and vibrant colors with a 99% sRGB color gamut. Whether you're working on detailed projects, streaming high-definition content, or enjoying immersive gaming sessions, the Acer Vero B277K Lbmiiprfx provides a breathtaking visual experience.<br />Ergonomics are at the forefront of its design, featuring adjustable height, pivot, swivel, and tilt functions, allowing you to customize your viewing angle for optimal comfort during long hours of use. The monitor also comes equipped with HDMI and DisplayPort inputs, including the necessary cables, ensuring you can connect seamlessly to your devices without additional purchases.<br />Committed to environmental sustainability, the Acer Vero B277K Lbmiiprfx is EPEAT Silver and ENERGY STAR certified, making it an ideal choice for eco-conscious consumers looking for a high-performance monitor that aligns with their values. Embrace a greener future without compromising on quality or performance."
15065,Z171_2220_FR_CTO,APPLE,CTO/MacPro Tour/M2 Ultra CPU 24 coeurs GPU 76 coeurs Neural Engine 32 coeurs/192 Go de mémoire unifiée/SSD 8 To/MKNUMTID_FR/MT2/CHASSIS_ROUES/No_Software
15066,5Z7E7AA,HP INC.,HP Z Turbo 1To PCIe 2280 OPAL2 TLC M.2 Kit SSD
15067,CET5657,CET,GPR-36 NPG-52 C-EXV34 YELLOW DRUM UNIT 
15068,878418-001,Hewlett Packard Enterprise,SPS-CVR DUST/BLANK CPU
15069,W126271623,Lenovo,MB L82FG WIN 
15070,W126068551,Zebra,ZD621t 300 dpi (74/300M) USB 
15071,4400817930,Toshiba,Lbl Inst 5910Er
15072,145742911,Sony,INDUCTOR 22UH
15073,01AV406-RFB,Lenovo,T460S Battery
15074,RE215,TP-Link,"TP-Link RE215 - V1 - Wi-Fi range extender - Wi-Fi 5, Wi-Fi 5 "
15075,5BL07280,KYOCERA,IC
15076,TC-L93CN-AR,Quantum,"Streamer Quantum LTO-9 SAS 19"" Rackmount KIT  incl. 1 LTO-9 Data+Cleaning Cartridge"
15077,W126527373,Samsung,A/S ASSY-LED 
15078,6B.GM1N2.023,Acer,COVER.UPPER.BLACK.W/KB.SWE.BL
15079,KW9-00631,Microsoft,MS SB Windows 11 Home 64bit [NL] DVD
15080,MBXCAM-BA331,CoreParts,Camera Battery for Rollei
15081,KB.I100G.124,Acer,Keyboard (BULGARIAN)
15082,4400664210,Toshiba,Arm Drive D/D
15083,L22404-041,HP,Top Cover W Kb Ff Shb Bl Gr
15084,10070023,Toshiba,Side Plate R
15085,L11630-002,HP,Lcd Panel 15.6 Hd Bv Led S
15086,303JY28230,KYOCERA,FILM MAIN TRAY SENSOR
15087,ESDRTO20TIMACML     ,COREL               ,ROXIO TOAST 20 TITANIUM ML     
15088,7170-0874-20        ,GAMBER JOHNSON      ,KIT: ZEBRA ET51/56 10IN SLIM NO
15089,FRU40F9904,Lenovo,X.21 Wrap
15090,2UJ-00034,MICROSOFT,"Microsoft Desktop Education - Licence et assurance logiciel - académique, Etudiant - Open Value Subscription - UTD, taxe annuelle - Win - Toutes les langues"
15091,W125642307,Toshiba,COVER LEFT REAR TO
15092,W126522215,Samsung,"C-CER,CHIP,4.7UF,10%,6.3V,X5R,"
15093,W125659836,Honeywell,Thor VM1A replacement front 
15094,HIK-302900893,Hikvision,Access Control DS-K4E100 Lock
15095,H7J34A5#RA4,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care 24x7 Service - Contrat de maintenance prolongé - pièces et main d'oeuvre - 5 années - sur site - 24x7 - temps de réponse : 4 h - pour P/N: JL587A, JL587AR"
15096,W126242153,Canon,"PLATE, BUFFER MOUNTING, FRONT"
15097,W127362035,Tycon Systems,Gigabit 36-72VDC IN 56VDC OUT 
15098,W125655483,Zebra,"Kit, Side Enclosures (L&R) "
15099,W126570071,Avigilon,Driver SUP: Mobotix (60 M)
15100,24B7182,Lexmark,Toner Cartridge Cyan
15101,4400800830,Toshiba,Sv 7610 Ntsc V
15102,03300GS06407,Zebra,"ZipShip 3300, Wax/Resin"
15103,8L5A7AA#ABB,HP POLY,Poly Savi 8410 Office - Savi 8400 series - micro-casque - sur-oreille - DECT / Bluetooth - sans fil - noir - Certifié pour Microsoft Teams
15104,W125671728,Lenovo,Capela AMD Windows Upper
15105,6LA79003000,Toshiba,Gear 10S024 06 Drv
15106,1075270401,Konica Minolta,Holder
15107,4400926950,Toshiba,Guide Open
15108,189566011,Sony,Control Mt Board
15109,W126057311,Brady,Clip Sleeve Wire Markers
15110,H000094910,Toshiba,Keyboard (SPANISH)
15111,W125692438,Lenovo,Upper Case ASM_SP L 81Q9_MC
15112,25AA77360,Konica Minolta,Conveyance Idle
15113,W126065063,Brady,PermaSleeve Wire Marking 
15114,25SA-2503,Konica Minolta,Charging Unit
15115,CON-PSRT-C11138PK   ,CISCO               ,PRTNR SS 8X5XNBD ISR 1100      
15116,W126271526,Lenovo,SCREW Screw  H 82Q3 screw pack
15117,W126939516,Lenovo,COVER Upper Case ASM_GREC21A3 
15118,JC39-01455A,HPinc,"HARNESS-DADF JOINT,SCX-5637FR,UL10272,20"
15119,W128188302,Edimax,"USB4/Thunderbolt3 Cable, 40G, "
15120,FE8-0778-000,Canon,FE8-0778-000 LINK PRESSURE RELEASE LEFT
15121,0301057,connectland,Adaptateur DisplayPort Mâle vers HDMI Femelle passif - Connectand.
15122,595764-001-RFB,HP,"8540p/w Dual Core SBD 520M,"
15123,BA75-01832A,Samsung,Unit Housing Bottom Cover
15124,WBEXTWAR1YR-SD-03,APC,"APC Extended Warranty - Contrat de maintenance prolongé - pièces (pour UPS SMV/SMVS Level 03) - 1 année - expédition - temps de réponse : NBD - pour P/N: SMV1000A, SMV1000CAI, SMV1500A, SMV2000CA, SMV3000CA, SMV3000CAI, SMV750A, SMV750CAI"
15125,LEN-21FG001UMB,Lenovo,ThinkPad L13 Clam G4 T\13.3_WUXGA_AG_300N\CORE_I5-1335U_1.3G_10C_12T\16GB(4X32GX32)_LP5_6400\512GB_SSD_M.2_2242_G4_TLC_OPAL\W11_PRO AZERTY BE
15126,FSP:G-SW5SH60PRE0B,fujitsu,SP 5Y TS SUB und UPGR/9X5/4H R
15127,YH8-2027,CANON,IG METER
15128,W125636156,Lenovo,Keyboard BZL TH FPR BK
15129,667258-001-RFB,Hewlett Packard Enterprise,LOUVER ASSY ML350 G8
15130,46902               ,ZEBRA               ,PA KIT PRNTHD CLNR 3.5 IN      
15131,684960-001-RFB,Hewlett Packard Enterprise,Board 4Lff Hdd Bp With Cage
15132,40737801,OKIDATA,"Gear T, OF-4500/4580/6w"
15133,CM1-2429,CANON,"PCB ASS`Y, DC/DC"
15134,W126256526,Canon,"WINDOW ASSEMBLY, CARD"
15135,18010-15670800,asus,LCD 15.6' FHD VWV EDP 120HZ
15136,Z1C8_64_FR_CTO,APPLE,CTO/MBP14 M3 Space Grey/Puce Apple M3 CPU8_GPU10_NE16/16Go/SSD 1 To/Clavier Néerlandais/Power_96W/Logic_Pro
15137,W127059710,Lenovo,COVER UpperCaseASM_BRL C82VG 
15138,CON-PSUP-C920024A   ,CISCO               ,PRTNR SUP 24X7X4 CATALYST 9200 
15139,W126524182,Samsung,W-LAN 
15140,W126080870,HP,MB DRTX2070 I7-10850H 32GB WIN
15141,12075251,Toshiba,Square Bush
15142,W125651502,Zebra,"Zebra OneCare, Essential, "
15143,U3GP4E,hewlett packard enterprise,EPACK 4YR 66/88XX FW MOD FC SV
15144,W127046829,HP,"LaserJet HP M110we Printer, "
15145,W128192209,Hewlett Packard Enterprise,"CABLE ASSY,DDN MSAS-MSAS 4X 3M"
15146,MSPP71710,CoreParts,HTC One SU T528W LCD Screen
15147,R4A87AAE,hewlett packard enterprise,Scality Zenko Ent Pasv D ESTOC
15148,86C26EA             ,hp inc.             ,Z2 MINI G9 CORE I7-13700 16C   
15149,W128100242,Lenovo,COVER Upper Case ASM_FRA/ENG 
15150,HA2U2E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care Software Support 24x7 - Support technique - support téléphonique - 5 années - 24x7 - temps de réponse : 2 h - universitaire, volume, Tier 2, pour les particuliers - pour HPE Aruba AP-203R (EG), AP-203R (IL), AP-203R (JP), AP-203R (RW),"
15151,A1156536B,Sony,"Mounted C.Board,Dr-428Bg Co"
15152,26.11.0339,roline,ROLINE Support Keystone pour rail DIN
15153,FRU04Y1457,Lenovo,PLNR TPM
15154,JJ878,Dell,SUBASSY HD 60G 7.2 M72 M1210
15155,DA3-1713,CANON,"SPRING, PLATE"
15156,5WS1L39058,LENOVO,"Lenovo Premier Support Plus Upgrade - Contrat de maintenance prolongé - pièces et main d'oeuvre (pour avec 3 ans d'assistance Premier) - 4 années - sur site - pour ThinkStation P300, P310, P320, P330, P330 Gen 2, P340, P348, P350, P358, P360, P360 Ultra"
15157,RAM-B-149Z-LO7,RAM Mounts,RAM U-BOLT LOWRANCE IWAY 350
15158,79TAF020-,NEC,CN HOLDER BALLAST LT20G
15159,DC.30018.008,Acer,POWER SUPPLY.300W.W/CABLE
15160,NA-SYC1,Noctua,Y-Cableset for 4-Pin-PWM-Fan
15161,RP001226561,Hewlett Packard Enterprise,Quad-Core Xeon CPU X5460
15162,tt3206,ARMOR,"ARMOR ruban transfert thermique, AWR 8 cire, 40 mm, noir ARMOR ruban transfert thermique, AWR 8 cire, transfert thermique, largeur de rouleau 40 mm, mandrin: 25,4 mm, longueur: 450 m, couleur : noir"
15163,W126226367,Canon,"FLAG, PAPER DELIVERY SENSOR"
15164,2.863-371.0,Kärcher,Kärcher Sac de filtres KFI 657
15165,419164701,Sony,"Heatsink(A80), Diode"
15166,V7CAT6STP-03M-GRY-1E,v7                  ,CABLE RJ45 CAT6 STP GRIS 3M    
15167,3330G,Dell,Motherboard I5-4200U DTP E5440
15168,816795-211,HP,Top Cover & Keyboard (Hungary)
15169,HY8N6E,HEWLETT PACKARD ENTERPRISE,"HPE Pointnext Tech Care Essential Service - Support technique - pour HPE SN4000B 10Gb WAN Rate Upgrade - 1 licence - support téléphonique - 5 années - 24x7 - temps de réponse : 15 min - pour P/N: D4U27B, D4U27BAE"
15170,Z1AX_1741_FR_CTO,APPLE,CTO/MBP14 M3Pro Silver/Puce M3 Pro CPU12_GPU18_NE16 + 18 Go memory/SSD_4TB/KB_FR/Power_70W/FinalCut_Pro_&_Logic_Pro
15171,10005594,Toshiba,Roller R 1
15172,012395              ,ERARD PRO           ,ANTI-THEFT SYSTEM - 2 SOCKETS +
15173,780518-001,HP,Odd Bezel Bdr Re Nsv
15174,3127ZZBSR360YLZZ    ,BITDEFENDER         ,GRAVITYZONEINTEGRITY MONITORING
15175,40X5371,Lexmark,MPF Feed Clutch
15176,U9688,Dell,SVC PWA 2.1 PMD 770 D410
15177,W126874317,Samsung,ASSY CYCLONE 
15178,169605611,Sony,"Cable Assy,Microphone"
15179,W125733822,Lenovo,MB NOK I5-8350U UHD 8G N-TPM V
15180,A000392740,Toshiba,Touchpanel w/ Bezel
15181,YB7-0414,CANON,"GRIP, FINGER, RIGHT"
15182,H000059600,Toshiba,PCB Mylar
15183,W126232084,Canon,"RING, LENS FOCUS ADJUSTMENT"
15184,DMHHF,Dell,SSDR 400GB SATA 2.5 MR P400M
15185,C9200-DNA-P-24-3Y   ,CISCO               ,C9200 CISCO DNA PREMIER 24 PORT
15186,RL1-1390,HPinc,"RAIL, CASSETTE, RIGHT                   "
15187,TLPLW1,Toshiba,Replacement Bulb f TLP-T5xx T7
15188,201F5AA             ,hp inc.             ,ZTURBO 1TB PCIE GEN4X4 TLC Z2  
15189,ECF-842502,GENERIQUE,Cordon RJ45 catégorie 6 F/UTP vert - 5 m #VALUE!
15190,W125949008,Lenovo,Upper Case ASM_TUR L82H8FPAGBL
15191,W126151579,Hewlett Packard Enterprise,Tri-clamp Seal 0.32mm
15192,Z19G_844_FR_CTO,APPLE,CTO/iMac 24 pouces Yellow/Puce Apple M3 CPU8_GPU10_NE16/8Go/SSD_512GB/MK_TOUCHID_PAVNUM_GB_IMAC/MM2_MT2_IMAC/No_Software
15193,SFTP6A25,MicroConnect,SFTP CAT6A 25M Grey LSZH
15194,01YR527,Lenovo,LCD Display 14.0 FHD Touch
15195,671802001,Sony,Ic Njm2831F10(Te2)
15196,L0R12A              ,hp inc.             ,INK CARTRIDGE 981X BLACK       
15197,F4-3600C16Q2-64GTRS,G.Skill,G.Skill RAM Trident Z Royal Series - 64 GB (8 x 8 GB Kit) - DDR4 3600 DIMM CL16 
15198,CFQ7TTC0HM0T-0005-1M1M,Microsoft,CSP Dynamics 365 e-Commerce Tier 3 Band 4 [1M1M] New Commerce
15199,FRU43R2231,Lenovo,Keyboard (NORWEGIAN)
15200,H1ZH2E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care Call-To-Repair Service with Comprehensive Defective Material Retention - Contrat de maintenance prolongé - pièces et main d'oeuvre - 1 année - sur site - 24x7 - délai de réparation : 6 heures - pour P/N: JL260A#ABB, JL260A#AC3, JL260A#"
15201,LW4098001,Brother,CHASSIS 9700 ASS
15202,6LA09329000,Toshiba,Arm S Latch
15203,05K9206-RFB,IBM,Tp T20 Diskette Drive (Teac)
15204,X7C4C,Dell,SVC LCD 15.6FHD B LED TLF
15205,5WS1L39521,LENOVO,Lenovo Premier Support Plus Upgrade - Contrat de maintenance prolongé - pièces et main d'oeuvre (pour système avec une garantie d'un an sur le transport ou l'emport de marchandises) - 1 année (à partir de la date d'achat originale de l'appareil) - sur sit
15206,10074501,Toshiba,Support
15207,W126854404,Samsung,"C-ORGANIC,SMD47UF,20%,20V,TP,7"
15208,W125781577,Advantech,"UNO-1372G-J Windows 10, 8 GB "
15209,S20740010,Sony,Lanc Jig + Software
15210,RM1-3391-000CN,HP,Face Down Unit 2 Cable
15211,VNWSCAE-ATAF        ,STG                 ,TRELLIX NW VIRT APPL SENSOR SW 
15212,65276907BA13A12     ,ADOBE               ,PHOTOSHOP CC FOR ENT 1 USER/LVL
15213,Z15T_657_FR_CTO,APPLE,"CTO/MacBook Air 13 pouces Gris sidéral/Puce Apple M2 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/8 Go  mémoire unifiée/SSD 2 To/Clavier Italien/USB C 70W/FinalCut_Pro"
15214,7XG7A04620,Hewlett Packard Enterprise,SN550 Xeon 8160 24C 150W
15215,396888,Oral-B,Oral-B Genius X noir
15216,RP001234010,Hewlett Packard Enterprise,PINCH ROLLER- DESKJET 2250
15217,TRU-24983,Trust,RUNO PHONE AIR VENT CAR HOLDER
15218,W125891887,HP,Wired Combo Keyboard CZECH-
15219,W126015300,Asus,LMT MB168B BACK COVER
15220,CD8068904570101     ,INTEL               ,XEON GOLD 6314U 2.30GHZ        
15221,4407550480,Toshiba,Pwa F Pwr 281Fu
15222,303-127-000A-RFB,EMC,FIBRE CHANNEL LINK CONTROL
15223,289042-001TRAY-RFB,Hewlett Packard Enterprise,TRAY FOR AN 289042-001 HP
15224,878849-001-RFB,Hewlett Packard Enterprise,960GB SATA 6G SFF RI DS SC SSD
15225,4X30L79915          ,LENOVO              ,KEYBOARDS-WIRED KEYBOARD       
15226,W125783735,Sony,CUSHION LOWER CENTER (2L JDE)
15227,65298132BC03A12     ,ADOBE               ,PHOTOSHOP ENT VIP GOV ELS FRL  
15228,926314-601-RFB,HP,Mb Uma I7-7500U 8Gb Win
15229,HC7T9E              ,hpe                 ,EPACK 3Y FC NBD EXCH AP-387 SVC
15230,JB81-01453A,HPinc,"A/SMOTORLIFT;SLJ5520W&SLJ5560FW,MOTO    "
15231,FRU04W6680-RFB,Lenovo,Planar
15232,42914CG.W7P64.RO-RFB,Lenovo,"TPX220 i7 2.8 GHz 8GB 12.5"""
15233,FC9-0526,CANON,"PANEL, RIGHT LOWER, FRONT"
15234,W127121327,Dell,DELL EMC POWEREDGE R740 
15235,900154-A41,HP,Top Cover & Keyboard (Belgium)
15236,4402448490,Toshiba,Pra T213Dn 000
15237,W128102494,Lenovo,SCREW Screw Kit C 82XD
15238,PRTHPCE255X,Prindo,ORIGINAL Prindo Toner Noir(e) PRTHPCE255X ~12500 Seiten Compatible avec HP CE255X (55X)
15239,CON-PSRT-AIR18DK9   ,CISCO               ,PRTNR SS 8X5XNBD 802.11AC WAVE 
15240,MBXTWR-BA0156,CoreParts,Battery for Two Way Radio
15241,RP001224815,HP,EMBEDDED BLUEFLAME BR
15242,W126157534,Lenovo,MB C 82FE NOK 
15243,P20121114,HP POLY,Poly+ Onsite Support - Contrat de maintenance prolongé - pièces et main d'oeuvre (pour IP only 5x1080p60/10x1080p30/20x720p/40xSD resource configured & licensed system) - 1 année - sur site - heures de bureau - temps de réponse : NBD - doit être acheté av
15244,5WS1F52308,LENOVO,Lenovo Premier Support - Contrat de maintenance prolongé - pièces et main d'oeuvre (pour système avec 1 an d'assistance Premier) - 5 années (à partir de la date d'achat originale de l'appareil) - sur site - temps de réponse : NBD - pour ThinkPad X1 Carbon
15245,N9K06AE#301,HP,"HP 304 - Noir - original - blister - cartouche d'encre - pour AMP 130, Deskjet 26XX, 37XX, ENVY 50XX"
15246,532818-A41,HP,KEYBOARD EURO4 PRES/HP BLACK C
15247,87-00083AAA-A,snom technology,ALSO AASTRA Protection plastique transparente pour etiquettes 6863i - Lot de 25
15248,W126245792,Canon,"RING, MANUAL FOCUSING"
15249,N982M,Dell,CORD PWR 125 6F C13 10A HF US
15250,W126010419,Asus,LMT C620AQE PW BD(LGD) ES7.0
15251,6LH09081000,Toshiba,Pwa F Dsp 430
15252,3H327400,Kyocera,Conveying Motor
15253,W128162554,Lenovo,COVER Upper Case ASM_JPN 
15254,RP001229317,Hewlett Packard Enterprise,Intel Xeon E5620 (2.40
15255,603128-141,HP,KEYBOARD STD TURK
15256,BRP1D300080,Brother,Brother ruban BRP1D300080 res Prem x12
15257,MST-D86-05938,Microsoft,MicrosoftVisioStandard Sngl License/SoftwareAssurancePack Charity OLV 1License NoLevel AdditionalProduct 3Year Acquiredyear1
15258,441717201,Sony,"Gear, Helical"
